epoch,loss
0,0.030564505606889725
1,0.018736977130174637
2,0.01629769615828991
3,0.014985190704464912
4,0.014036149717867374
5,0.013400770723819733
6,0.012904985807836056
7,0.012555044144392014
8,0.012264006771147251
9,0.011950261890888214
10,0.011751879006624222
11,0.01153066661208868
12,0.011398029513657093
13,0.011219793930649757
14,0.011083053424954414
15,0.01098634023219347
16,0.010854930616915226
17,0.010766793973743916
18,0.01065965835005045
19,0.010630038566887379
